history_id,opportunity_id,field,old_value,new_value,created_date,created_by
HIST-0000289,OPP-00037,StageName,,1 - Prospecting,2022-02-14,Derek Thompson
HIST-0000290,OPP-00037,CloseDate,,2023-08-13,2022-02-14,Derek Thompson
HIST-0000291,OPP-00037,Amount,,114600,2022-02-14,Derek Thompson
HIST-0000292,OPP-00037,StageName,1 - Prospecting,2 - Scoping,2022-03-16,Derek Thompson
HIST-0000293,OPP-00037,StageName,2 - Scoping,7 - Closed Lost,2023-08-13,Derek Thompson
HIST-0000294,OPP-00038,StageName,,1 - Prospecting,2022-07-27,Tyler Brooks
HIST-0000295,OPP-00038,CloseDate,,2023-09-30,2022-07-27,Tyler Brooks
HIST-0000296,OPP-00038,Amount,,8800,2022-07-27,Tyler Brooks
HIST-0000297,OPP-00038,StageName,1 - Prospecting,2 - Scoping,2022-09-02,Tyler Brooks
HIST-0000298,OPP-00038,StageName,2 - Scoping,3 - Engaged,2022-09-16,Tyler Brooks
HIST-0000299,OPP-00038,StageName,3 - Engaged,6 - Closed Won,2023-12-07,Tyler Brooks
HIST-0000300,OPP-00038,CloseDate,2023-09-30,2023-12-07,2023-09-02,Tyler Brooks
HIST-0000301,OPP-00039,StageName,,1 - Prospecting,2025-07-14,Jennifer Walsh
HIST-0000302,OPP-00039,CloseDate,,2026-06-30,2025-07-14,Jennifer Walsh
HIST-0000303,OPP-00039,Amount,,296200,2025-07-14,Jennifer Walsh
HIST-0000304,OPP-00039,StageName,1 - Prospecting,2 - Scoping,2025-08-10,Jennifer Walsh
HIST-0000305,OPP-00039,StageName,2 - Scoping,3 - Engaged,2025-09-18,Jennifer Walsh
HIST-0000306,OPP-00039,StageName,3 - Engaged,4 - Proposal,2025-10-29,Jennifer Walsh
HIST-0000307,OPP-00039,StageName,4 - Proposal,5 - Negotiation,2025-12-03,Jennifer Walsh
HIST-0000308,OPP-00039,CloseDate,2026-06-30,2026-08-03,2026-04-11,Jennifer Walsh
HIST-0000309,OPP-00040,StageName,,1 - Prospecting,2023-08-21,Samantha Lee
HIST-0000310,OPP-00040,CloseDate,,2024-02-29,2023-08-21,Samantha Lee
HIST-0000311,OPP-00040,Amount,,42400,2023-08-21,Samantha Lee
HIST-0000312,OPP-00040,StageName,1 - Prospecting,2 - Scoping,2023-09-07,Samantha Lee
HIST-0000313,OPP-00040,StageName,2 - Scoping,3 - Engaged,2023-09-26,Samantha Lee
HIST-0000314,OPP-00040,StageName,3 - Engaged,4 - Proposal,2023-11-03,Samantha Lee
HIST-0000315,OPP-00040,StageName,4 - Proposal,7 - Closed Lost,2024-03-24,Samantha Lee
HIST-0000316,OPP-00040,CloseDate,2024-02-29,2024-05-31,2024-02-08,Samantha Lee
HIST-0000317,OPP-00040,CloseDate,2024-05-31,2024-03-24,2024-05-10,Samantha Lee
HIST-0000318,OPP-00041,StageName,,1 - Prospecting,2025-09-18,Priya Patel
HIST-0000319,OPP-00041,CloseDate,,2025-10-18,2025-09-18,Priya Patel
HIST-0000320,OPP-00041,Amount,,34000,2025-09-18,Priya Patel
HIST-0000321,OPP-00041,StageName,1 - Prospecting,7 - Closed Lost,2025-10-03,Priya Patel
HIST-0000322,OPP-00041,CloseDate,2025-10-18,2025-10-18,2025-09-27,Priya Patel
HIST-0000323,OPP-00041,CloseDate,2025-10-18,2025-10-03,2025-09-28,Priya Patel
HIST-0000324,OPP-00042,StageName,,1 - Prospecting,2025-09-06,Tyler Brooks
HIST-0000325,OPP-00042,CloseDate,,2026-07-31,2025-09-06,Tyler Brooks
HIST-0000326,OPP-00042,Amount,,20000,2025-09-06,Tyler Brooks
HIST-0000327,OPP-00042,CloseDate,2026-07-31,2026-08-25,2026-04-11,Tyler Brooks
HIST-0000328,OPP-00042,Amount,20000,25600,2025-09-12,Tyler Brooks
HIST-0000329,OPP-00042,Amount,25600,23200,2026-04-02,Tyler Brooks
HIST-0000330,OPP-00043,StageName,,1 - Prospecting,2023-09-07,Derek Thompson
HIST-0000331,OPP-00043,CloseDate,,2024-03-22,2023-09-07,Derek Thompson
HIST-0000332,OPP-00043,Amount,,40800,2023-09-07,Derek Thompson
HIST-0000333,OPP-00043,StageName,1 - Prospecting,7 - Closed Lost,2024-03-22,Derek Thompson
HIST-0000334,OPP-00044,StageName,,1 - Prospecting,2025-01-18,Brian Kim
HIST-0000335,OPP-00044,CloseDate,,2026-03-14,2025-01-18,Brian Kim
HIST-0000336,OPP-00044,Amount,,28700,2025-01-18,Brian Kim
HIST-0000337,OPP-00044,StageName,1 - Prospecting,2 - Scoping,2025-03-14,Brian Kim
HIST-0000338,OPP-00044,StageName,2 - Scoping,7 - Closed Lost,2026-03-14,Brian Kim
HIST-0000339,OPP-00045,StageName,,1 - Prospecting,2021-12-15,Olivia Chen
HIST-0000340,OPP-00045,CloseDate,,2022-08-31,2021-12-15,Olivia Chen
HIST-0000341,OPP-00045,Amount,,33800,2021-12-15,Olivia Chen
HIST-0000342,OPP-00045,StageName,1 - Prospecting,2 - Scoping,2022-01-28,Olivia Chen
HIST-0000343,OPP-00045,StageName,2 - Scoping,3 - Engaged,2022-03-02,Olivia Chen
HIST-0000344,OPP-00045,StageName,3 - Engaged,4 - Proposal,2022-04-15,Olivia Chen
HIST-0000345,OPP-00045,StageName,4 - Proposal,5 - Negotiation,2022-04-29,Olivia Chen
HIST-0000346,OPP-00045,StageName,5 - Negotiation,6 - Closed Won,2022-05-09,Olivia Chen
HIST-0000347,OPP-00045,CloseDate,2022-08-31,2022-06-30,2022-08-03,Olivia Chen
HIST-0000348,OPP-00045,CloseDate,2022-06-30,2022-05-09,2022-08-04,Olivia Chen
HIST-0000349,OPP-00045,Amount,33800,36200,2022-01-28,Olivia Chen
HIST-0000350,OPP-00045,Amount,36200,38700,2022-04-01,Olivia Chen
HIST-0000351,OPP-00046,StageName,,1 - Prospecting,2021-10-27,Marcus Webb
HIST-0000352,OPP-00046,CloseDate,,2022-12-31,2021-10-27,Marcus Webb
HIST-0000353,OPP-00046,Amount,,28600,2021-10-27,Marcus Webb
HIST-0000354,OPP-00046,StageName,1 - Prospecting,2 - Scoping,2021-11-24,Marcus Webb
HIST-0000355,OPP-00046,StageName,2 - Scoping,1 - Prospecting,2022-01-11,Marcus Webb
HIST-0000356,OPP-00046,StageName,1 - Prospecting,2 - Scoping,2022-03-08,Marcus Webb
HIST-0000357,OPP-00046,StageName,2 - Scoping,3 - Engaged,2022-03-27,Marcus Webb
HIST-0000358,OPP-00046,StageName,3 - Engaged,4 - Proposal,2022-04-17,Marcus Webb
HIST-0000359,OPP-00046,StageName,4 - Proposal,5 - Negotiation,2022-05-21,Marcus Webb
HIST-0000360,OPP-00046,StageName,5 - Negotiation,4 - Proposal,2022-06-19,Marcus Webb
HIST-0000361,OPP-00046,StageName,4 - Proposal,5 - Negotiation,2022-07-11,Marcus Webb
HIST-0000362,OPP-00046,StageName,5 - Negotiation,6 - Closed Won,2022-08-29,Marcus Webb
HIST-0000363,OPP-00046,StageName,6 - Closed Won,5 - Negotiation,2022-10-23,Marcus Webb
HIST-0000364,OPP-00046,StageName,5 - Negotiation,6 - Closed Won,2022-11-27,Marcus Webb
HIST-0000365,OPP-00046,StageName,6 - Closed Won,7 - Closed Lost,2023-07-30,Marcus Webb
HIST-0000366,OPP-00046,CloseDate,2022-12-31,2023-01-31,2022-12-17,Marcus Webb
HIST-0000367,OPP-00046,CloseDate,2023-01-31,2023-04-30,2023-01-17,Marcus Webb
HIST-0000368,OPP-00046,CloseDate,2023-04-30,2023-07-30,2023-04-09,Marcus Webb
HIST-0000369,OPP-00047,StageName,,1 - Prospecting,2024-01-29,Kevin O'Brien
HIST-0000370,OPP-00047,CloseDate,,2025-06-30,2024-01-29,Kevin O'Brien
HIST-0000371,OPP-00047,Amount,,5200,2024-01-29,Kevin O'Brien
HIST-0000372,OPP-00047,StageName,1 - Prospecting,2 - Scoping,2024-03-05,Kevin O'Brien
HIST-0000373,OPP-00047,StageName,2 - Scoping,3 - Engaged,2024-04-03,Kevin O'Brien
HIST-0000374,OPP-00047,StageName,3 - Engaged,2 - Scoping,2024-05-02,Kevin O'Brien
HIST-0000375,OPP-00047,StageName,2 - Scoping,3 - Engaged,2024-06-01,Kevin O'Brien
HIST-0000376,OPP-00047,StageName,3 - Engaged,4 - Proposal,2024-06-22,Kevin O'Brien
HIST-0000377,OPP-00047,StageName,4 - Proposal,6 - Closed Won,2025-08-27,Kevin O'Brien
HIST-0000378,OPP-00047,CloseDate,2025-06-30,2025-08-27,2025-06-09,Kevin O'Brien
HIST-0000379,OPP-00048,StageName,,1 - Prospecting,2021-07-30,Antonio Rodriguez
HIST-0000380,OPP-00048,CloseDate,,2022-10-31,2021-07-30,Antonio Rodriguez
HIST-0000381,OPP-00048,Amount,,3900,2021-07-30,Antonio Rodriguez
HIST-0000382,OPP-00048,StageName,1 - Prospecting,2 - Scoping,2021-09-11,Antonio Rodriguez
HIST-0000383,OPP-00048,StageName,2 - Scoping,3 - Engaged,2021-10-07,Antonio Rodriguez
HIST-0000384,OPP-00048,StageName,3 - Engaged,4 - Proposal,2021-11-04,Antonio Rodriguez
HIST-0000385,OPP-00048,StageName,4 - Proposal,5 - Negotiation,2021-12-06,Antonio Rodriguez
HIST-0000386,OPP-00048,StageName,5 - Negotiation,6 - Closed Won,2022-01-02,Antonio Rodriguez
HIST-0000387,OPP-00048,StageName,6 - Closed Won,7 - Closed Lost,2023-02-04,Antonio Rodriguez
HIST-0000388,OPP-00048,CloseDate,2022-10-31,2022-11-30,2022-10-17,Antonio Rodriguez
HIST-0000389,OPP-00048,CloseDate,2022-11-30,2023-01-31,2022-11-16,Antonio Rodriguez
HIST-0000390,OPP-00048,CloseDate,2023-01-31,2023-02-04,2023-01-17,Antonio Rodriguez
HIST-0000391,OPP-00048,Amount,3900,5000,2021-12-15,Antonio Rodriguez
HIST-0000392,OPP-00048,Amount,5000,6300,2022-11-10,Antonio Rodriguez
HIST-0000393,OPP-00049,StageName,,1 - Prospecting,2025-08-19,Sarah Mitchell
HIST-0000394,OPP-00049,CloseDate,,2025-08-31,2025-08-19,Sarah Mitchell
HIST-0000395,OPP-00049,Amount,,681600,2025-08-19,Sarah Mitchell
HIST-0000396,OPP-00049,StageName,1 - Prospecting,2 - Scoping,2025-09-05,Sarah Mitchell
HIST-0000397,OPP-00049,StageName,2 - Scoping,3 - Engaged,2025-10-19,Sarah Mitchell
HIST-0000398,OPP-00049,StageName,3 - Engaged,4 - Proposal,2025-12-01,Sarah Mitchell
HIST-0000399,OPP-00049,StageName,4 - Proposal,6 - Closed Won,2025-12-20,Sarah Mitchell
HIST-0000400,OPP-00049,CloseDate,2025-08-31,2025-09-18,2025-08-20,Sarah Mitchell
HIST-0000401,OPP-00049,CloseDate,2025-09-18,2025-10-31,2025-08-21,Sarah Mitchell
HIST-0000402,OPP-00049,CloseDate,2025-10-31,2025-12-20,2025-10-03,Sarah Mitchell
HIST-0000403,OPP-00050,StageName,,1 - Prospecting,2024-04-16,Samantha Lee
HIST-0000404,OPP-00050,CloseDate,,2025-03-30,2024-04-16,Samantha Lee
HIST-0000405,OPP-00050,Amount,,2200,2024-04-16,Samantha Lee
HIST-0000406,OPP-00050,StageName,1 - Prospecting,2 - Scoping,2024-05-26,Samantha Lee
HIST-0000407,OPP-00050,StageName,2 - Scoping,6 - Closed Won,2025-03-30,Samantha Lee
HIST-0000408,OPP-00051,StageName,,1 - Prospecting,2025-02-24,Natalie Foster
HIST-0000409,OPP-00051,CloseDate,,2025-09-30,2025-02-24,Natalie Foster
HIST-0000410,OPP-00051,Amount,,400,2025-02-24,Natalie Foster
HIST-0000411,OPP-00051,StageName,1 - Prospecting,2 - Scoping,2025-04-06,Natalie Foster
HIST-0000412,OPP-00051,StageName,2 - Scoping,3 - Engaged,2025-05-27,Natalie Foster
HIST-0000413,OPP-00051,StageName,3 - Engaged,2 - Scoping,2025-06-26,Natalie Foster
HIST-0000414,OPP-00051,StageName,2 - Scoping,3 - Engaged,2025-07-25,Natalie Foster
HIST-0000415,OPP-00051,StageName,3 - Engaged,7 - Closed Lost,2026-03-08,Natalie Foster
HIST-0000416,OPP-00051,CloseDate,2025-09-30,2025-10-31,2025-09-02,Natalie Foster
HIST-0000417,OPP-00051,CloseDate,2025-10-31,2025-12-31,2025-10-03,Natalie Foster
HIST-0000418,OPP-00051,CloseDate,2025-12-31,2026-03-08,2025-12-10,Natalie Foster
HIST-0000419,OPP-00052,StageName,,1 - Prospecting,2023-05-12,James Harrington
HIST-0000420,OPP-00052,CloseDate,,2024-08-31,2023-05-12,James Harrington
HIST-0000421,OPP-00052,Amount,,89100,2023-05-12,James Harrington
HIST-0000422,OPP-00052,StageName,1 - Prospecting,2 - Scoping,2023-05-30,James Harrington
HIST-0000423,OPP-00052,StageName,2 - Scoping,1 - Prospecting,2023-07-24,James Harrington
HIST-0000424,OPP-00052,StageName,1 - Prospecting,2 - Scoping,2023-09-14,James Harrington
HIST-0000425,OPP-00052,StageName,2 - Scoping,3 - Engaged,2023-10-31,James Harrington
HIST-0000426,OPP-00052,StageName,3 - Engaged,4 - Proposal,2023-12-21,James Harrington
HIST-0000427,OPP-00052,StageName,4 - Proposal,5 - Negotiation,2024-02-15,James Harrington
HIST-0000428,OPP-00052,StageName,5 - Negotiation,6 - Closed Won,2024-10-21,James Harrington
HIST-0000429,OPP-00052,CloseDate,2024-08-31,2024-06-30,2024-08-10,James Harrington
HIST-0000430,OPP-00052,CloseDate,2024-06-30,2024-07-31,2024-08-11,James Harrington
HIST-0000431,OPP-00052,CloseDate,2024-07-31,2024-10-21,2024-08-12,James Harrington
HIST-0000432,OPP-00053,StageName,,1 - Prospecting,2023-06-21,Tyler Brooks
HIST-0000433,OPP-00053,CloseDate,,2023-10-31,2023-06-21,Tyler Brooks
HIST-0000434,OPP-00053,Amount,,10600,2023-06-21,Tyler Brooks
HIST-0000435,OPP-00053,StageName,1 - Prospecting,2 - Scoping,2023-07-19,Tyler Brooks
HIST-0000436,OPP-00053,StageName,2 - Scoping,7 - Closed Lost,2024-01-09,Tyler Brooks
HIST-0000437,OPP-00053,CloseDate,2023-10-31,2024-01-09,2023-10-10,Tyler Brooks
HIST-0000438,OPP-00054,StageName,,1 - Prospecting,2023-08-28,Antonio Rodriguez
HIST-0000439,OPP-00054,CloseDate,,2025-06-30,2023-08-28,Antonio Rodriguez
HIST-0000440,OPP-00054,Amount,,1600,2023-08-28,Antonio Rodriguez
HIST-0000441,OPP-00054,StageName,1 - Prospecting,2 - Scoping,2023-10-14,Antonio Rodriguez
HIST-0000442,OPP-00054,StageName,2 - Scoping,3 - Engaged,2023-10-29,Antonio Rodriguez
HIST-0000443,OPP-00054,StageName,3 - Engaged,4 - Proposal,2023-11-12,Antonio Rodriguez
HIST-0000444,OPP-00054,StageName,4 - Proposal,5 - Negotiation,2023-12-20,Antonio Rodriguez
HIST-0000445,OPP-00054,StageName,5 - Negotiation,6 - Closed Won,2024-02-11,Antonio Rodriguez
HIST-0000446,OPP-00054,StageName,6 - Closed Won,5 - Negotiation,2024-03-31,Antonio Rodriguez
HIST-0000447,OPP-00054,StageName,5 - Negotiation,6 - Closed Won,2024-05-08,Antonio Rodriguez
HIST-0000448,OPP-00054,StageName,6 - Closed Won,7 - Closed Lost,2025-06-06,Antonio Rodriguez
HIST-0000449,OPP-00054,CloseDate,2025-06-30,2025-04-30,2025-06-02,Antonio Rodriguez
HIST-0000450,OPP-00054,CloseDate,2025-04-30,2025-07-31,2025-06-03,Antonio Rodriguez
HIST-0000451,OPP-00054,CloseDate,2025-07-31,2025-06-06,2025-07-10,Antonio Rodriguez
HIST-0000452,OPP-00055,StageName,,1 - Prospecting,2023-12-23,Sarah Mitchell
HIST-0000453,OPP-00055,CloseDate,,2025-02-28,2023-12-23,Sarah Mitchell
HIST-0000454,OPP-00055,Amount,,205000,2023-12-23,Sarah Mitchell
HIST-0000455,OPP-00055,StageName,1 - Prospecting,2 - Scoping,2024-02-12,Sarah Mitchell
HIST-0000456,OPP-00055,StageName,2 - Scoping,3 - Engaged,2024-04-04,Sarah Mitchell
HIST-0000457,OPP-00055,StageName,3 - Engaged,4 - Proposal,2024-05-10,Sarah Mitchell
HIST-0000458,OPP-00055,StageName,4 - Proposal,5 - Negotiation,2024-05-25,Sarah Mitchell
HIST-0000459,OPP-00055,StageName,5 - Negotiation,6 - Closed Won,2024-06-15,Sarah Mitchell
HIST-0000460,OPP-00055,StageName,6 - Closed Won,7 - Closed Lost,2025-07-28,Sarah Mitchell
HIST-0000461,OPP-00055,CloseDate,2025-02-28,2025-04-30,2025-02-14,Sarah Mitchell
HIST-0000462,OPP-00055,CloseDate,2025-04-30,2025-07-28,2025-04-02,Sarah Mitchell
HIST-0000463,OPP-00056,StageName,,1 - Prospecting,2022-05-24,Antonio Rodriguez
HIST-0000464,OPP-00056,CloseDate,,2022-12-20,2022-05-24,Antonio Rodriguez
HIST-0000465,OPP-00056,Amount,,138400,2022-05-24,Antonio Rodriguez
HIST-0000466,OPP-00056,StageName,1 - Prospecting,6 - Closed Won,2022-12-20,Antonio Rodriguez
HIST-0000467,OPP-00057,StageName,,1 - Prospecting,2021-02-27,Olivia Chen
HIST-0000468,OPP-00057,CloseDate,,2021-03-29,2021-02-27,Olivia Chen
HIST-0000469,OPP-00057,Amount,,31800,2021-02-27,Olivia Chen
HIST-0000470,OPP-00057,StageName,1 - Prospecting,2 - Scoping,2021-04-14,Olivia Chen
HIST-0000471,OPP-00057,StageName,2 - Scoping,7 - Closed Lost,2021-05-17,Olivia Chen
HIST-0000472,OPP-00057,CloseDate,2021-03-29,2021-02-28,2021-03-08,Olivia Chen
HIST-0000473,OPP-00057,CloseDate,2021-02-28,2021-03-31,2021-03-09,Olivia Chen
HIST-0000474,OPP-00057,CloseDate,2021-03-31,2021-05-17,2021-03-10,Olivia Chen
HIST-0000475,OPP-00058,StageName,,1 - Prospecting,2022-02-13,Marcus Webb
HIST-0000476,OPP-00058,CloseDate,,2024-02-07,2022-02-13,Marcus Webb
HIST-0000477,OPP-00058,Amount,,2600,2022-02-13,Marcus Webb
HIST-0000478,OPP-00058,StageName,1 - Prospecting,6 - Closed Won,2024-02-07,Marcus Webb
HIST-0000479,OPP-00059,StageName,,1 - Prospecting,2022-05-23,Samantha Lee
HIST-0000480,OPP-00059,CloseDate,,2024-05-22,2022-05-23,Samantha Lee
HIST-0000481,OPP-00059,Amount,,268600,2022-05-23,Samantha Lee
HIST-0000482,OPP-00059,StageName,1 - Prospecting,2 - Scoping,2022-06-07,Samantha Lee
HIST-0000483,OPP-00059,StageName,2 - Scoping,3 - Engaged,2022-06-25,Samantha Lee
HIST-0000484,OPP-00059,StageName,3 - Engaged,7 - Closed Lost,2024-05-22,Samantha Lee
HIST-0000485,OPP-00060,StageName,,1 - Prospecting,2024-02-20,Olivia Chen
HIST-0000486,OPP-00060,CloseDate,,2024-11-30,2024-02-20,Olivia Chen
HIST-0000487,OPP-00060,Amount,,14200,2024-02-20,Olivia Chen
HIST-0000488,OPP-00060,StageName,1 - Prospecting,2 - Scoping,2024-03-17,Olivia Chen
HIST-0000489,OPP-00060,StageName,2 - Scoping,3 - Engaged,2024-04-25,Olivia Chen
HIST-0000490,OPP-00060,StageName,3 - Engaged,2 - Scoping,2024-05-17,Olivia Chen
HIST-0000491,OPP-00060,StageName,2 - Scoping,3 - Engaged,2024-06-20,Olivia Chen
HIST-0000492,OPP-00060,StageName,3 - Engaged,4 - Proposal,2024-07-16,Olivia Chen
HIST-0000493,OPP-00060,StageName,4 - Proposal,5 - Negotiation,2024-08-06,Olivia Chen
HIST-0000494,OPP-00060,StageName,5 - Negotiation,7 - Closed Lost,2024-09-29,Olivia Chen
HIST-0000495,OPP-00060,CloseDate,2024-11-30,2024-10-31,2024-11-16,Olivia Chen
HIST-0000496,OPP-00060,CloseDate,2024-10-31,2024-09-29,2024-11-17,Olivia Chen
HIST-0000497,OPP-00061,StageName,,1 - Prospecting,2022-10-10,Sarah Mitchell
HIST-0000498,OPP-00061,CloseDate,,2022-10-31,2022-10-10,Sarah Mitchell
HIST-0000499,OPP-00061,Amount,,348500,2022-10-10,Sarah Mitchell
HIST-0000500,OPP-00061,StageName,1 - Prospecting,2 - Scoping,2022-10-26,Sarah Mitchell
HIST-0000501,OPP-00061,StageName,2 - Scoping,3 - Engaged,2022-11-19,Sarah Mitchell
HIST-0000502,OPP-00061,StageName,3 - Engaged,7 - Closed Lost,2023-01-07,Sarah Mitchell
HIST-0000503,OPP-00061,CloseDate,2022-10-31,2023-01-07,2022-10-11,Sarah Mitchell
HIST-0000504,OPP-00062,StageName,,1 - Prospecting,2025-05-25,Antonio Rodriguez
HIST-0000505,OPP-00062,CloseDate,,2025-06-30,2025-05-25,Antonio Rodriguez
HIST-0000506,OPP-00062,Amount,,27200,2025-05-25,Antonio Rodriguez
HIST-0000507,OPP-00062,StageName,1 - Prospecting,2 - Scoping,2025-07-11,Antonio Rodriguez
HIST-0000508,OPP-00062,StageName,2 - Scoping,7 - Closed Lost,2025-08-10,Antonio Rodriguez
HIST-0000509,OPP-00062,CloseDate,2025-06-30,2025-08-10,2025-06-02,Antonio Rodriguez
HIST-0000510,OPP-00063,StageName,,1 - Prospecting,2023-01-20,Kevin O'Brien
HIST-0000511,OPP-00063,CloseDate,,2023-03-31,2023-01-20,Kevin O'Brien
HIST-0000512,OPP-00063,Amount,,52900,2023-01-20,Kevin O'Brien
HIST-0000513,OPP-00063,StageName,1 - Prospecting,2 - Scoping,2023-02-17,Kevin O'Brien
HIST-0000514,OPP-00063,StageName,2 - Scoping,3 - Engaged,2023-03-19,Kevin O'Brien
HIST-0000515,OPP-00063,StageName,3 - Engaged,4 - Proposal,2023-04-10,Kevin O'Brien
HIST-0000516,OPP-00063,StageName,4 - Proposal,5 - Negotiation,2023-04-25,Kevin O'Brien
HIST-0000517,OPP-00063,StageName,5 - Negotiation,6 - Closed Won,2023-06-30,Kevin O'Brien
HIST-0000518,OPP-00063,CloseDate,2023-03-31,2023-04-30,2023-03-10,Kevin O'Brien
HIST-0000519,OPP-00063,CloseDate,2023-04-30,2023-05-31,2023-04-16,Kevin O'Brien
HIST-0000520,OPP-00063,CloseDate,2023-05-31,2023-04-30,2023-05-17,Kevin O'Brien
HIST-0000521,OPP-00063,CloseDate,2023-04-30,2023-06-30,2023-05-18,Kevin O'Brien
HIST-0000522,OPP-00064,StageName,,1 - Prospecting,2021-07-12,Jennifer Walsh
HIST-0000523,OPP-00064,CloseDate,,2022-09-07,2021-07-12,Jennifer Walsh
HIST-0000524,OPP-00064,Amount,,600,2021-07-12,Jennifer Walsh
HIST-0000525,OPP-00064,StageName,1 - Prospecting,7 - Closed Lost,2022-09-07,Jennifer Walsh
HIST-0000526,OPP-00065,StageName,,1 - Prospecting,2021-11-27,Priya Patel
HIST-0000527,OPP-00065,CloseDate,,2023-01-31,2021-11-27,Priya Patel
HIST-0000528,OPP-00065,Amount,,2000,2021-11-27,Priya Patel
HIST-0000529,OPP-00065,StageName,1 - Prospecting,2 - Scoping,2021-12-31,Priya Patel
HIST-0000530,OPP-00065,StageName,2 - Scoping,3 - Engaged,2022-02-01,Priya Patel
HIST-0000531,OPP-00065,StageName,3 - Engaged,4 - Proposal,2022-02-24,Priya Patel
HIST-0000532,OPP-00065,StageName,4 - Proposal,5 - Negotiation,2022-03-25,Priya Patel
HIST-0000533,OPP-00065,StageName,5 - Negotiation,4 - Proposal,2022-04-26,Priya Patel
HIST-0000534,OPP-00065,StageName,4 - Proposal,5 - Negotiation,2022-05-15,Priya Patel
HIST-0000535,OPP-00065,StageName,5 - Negotiation,7 - Closed Lost,2023-02-26,Priya Patel
HIST-0000536,OPP-00065,CloseDate,2023-01-31,2023-04-30,2023-01-17,Priya Patel
HIST-0000537,OPP-00065,CloseDate,2023-04-30,2023-02-26,2023-04-09,Priya Patel
HIST-0000538,OPP-00066,StageName,,1 - Prospecting,2022-10-15,Tyler Brooks
HIST-0000539,OPP-00066,CloseDate,,2023-01-31,2022-10-15,Tyler Brooks
HIST-0000540,OPP-00066,Amount,,8700,2022-10-15,Tyler Brooks
HIST-0000541,OPP-00066,StageName,1 - Prospecting,2 - Scoping,2022-12-05,Tyler Brooks
HIST-0000542,OPP-00066,StageName,2 - Scoping,3 - Engaged,2022-12-30,Tyler Brooks
HIST-0000543,OPP-00066,StageName,3 - Engaged,7 - Closed Lost,2023-02-01,Tyler Brooks
HIST-0000544,OPP-00066,CloseDate,2023-01-31,2023-02-01,2023-01-03,Tyler Brooks
HIST-0000545,OPP-00066,Amount,8700,7300,2022-11-29,Tyler Brooks
HIST-0000546,OPP-00067,StageName,,1 - Prospecting,2024-12-11,Brian Kim
HIST-0000547,OPP-00067,CloseDate,,2025-03-31,2024-12-11,Brian Kim
HIST-0000548,OPP-00067,Amount,,16600,2024-12-11,Brian Kim
HIST-0000549,OPP-00067,StageName,1 - Prospecting,7 - Closed Lost,2025-01-13,Brian Kim
HIST-0000550,OPP-00067,CloseDate,2025-03-31,2025-02-28,2025-03-10,Brian Kim
HIST-0000551,OPP-00067,CloseDate,2025-02-28,2025-01-13,2025-03-11,Brian Kim
HIST-0000552,OPP-00068,StageName,,1 - Prospecting,2021-05-12,Priya Patel
HIST-0000553,OPP-00068,CloseDate,,2021-09-19,2021-05-12,Priya Patel
HIST-0000554,OPP-00068,Amount,,19500,2021-05-12,Priya Patel
HIST-0000555,OPP-00068,StageName,1 - Prospecting,2 - Scoping,2021-05-29,Priya Patel
HIST-0000556,OPP-00068,StageName,2 - Scoping,7 - Closed Lost,2021-09-19,Priya Patel
HIST-0000557,OPP-00069,StageName,,1 - Prospecting,2021-06-22,Priya Patel
HIST-0000558,OPP-00069,CloseDate,,2022-04-04,2021-06-22,Priya Patel
HIST-0000559,OPP-00069,Amount,,336700,2021-06-22,Priya Patel
HIST-0000560,OPP-00069,StageName,1 - Prospecting,2 - Scoping,2021-08-02,Priya Patel
HIST-0000561,OPP-00069,StageName,2 - Scoping,6 - Closed Won,2022-04-04,Priya Patel
HIST-0000562,OPP-00070,StageName,,1 - Prospecting,2021-09-23,Derek Thompson
HIST-0000563,OPP-00070,CloseDate,,2022-12-14,2021-09-23,Derek Thompson
HIST-0000564,OPP-00070,Amount,,15100,2021-09-23,Derek Thompson
HIST-0000565,OPP-00070,StageName,1 - Prospecting,2 - Scoping,2021-10-10,Derek Thompson
HIST-0000566,OPP-00070,StageName,2 - Scoping,7 - Closed Lost,2022-12-14,Derek Thompson
HIST-0000567,OPP-00071,StageName,,1 - Prospecting,2021-11-02,Samantha Lee
HIST-0000568,OPP-00071,CloseDate,,2023-05-20,2021-11-02,Samantha Lee
HIST-0000569,OPP-00071,Amount,,2000,2021-11-02,Samantha Lee
HIST-0000570,OPP-00071,StageName,1 - Prospecting,2 - Scoping,2021-12-14,Samantha Lee
HIST-0000571,OPP-00071,StageName,2 - Scoping,7 - Closed Lost,2023-05-20,Samantha Lee
HIST-0000572,OPP-00072,StageName,,1 - Prospecting,2022-07-26,Olivia Chen
HIST-0000573,OPP-00072,CloseDate,,2022-12-31,2022-07-26,Olivia Chen
HIST-0000574,OPP-00072,Amount,,171100,2022-07-26,Olivia Chen
HIST-0000575,OPP-00072,StageName,1 - Prospecting,2 - Scoping,2022-09-16,Olivia Chen
HIST-0000576,OPP-00072,StageName,2 - Scoping,7 - Closed Lost,2022-10-07,Olivia Chen
